80,29507439383397
80,29507439383397
99,61471383413442
78,47401873272939
63,186278776154786
39,6469006765802
85,92029930342544
80,1428334064857
46,05442601051227
87,89434938808377
71,52908078317314
98,03247480269258
74,08887119730284
111,72226650354759
65,95132998058011
38,72494734625166
76,5637513189607
55,736895082131056
51,359010277994386
30,578658643050453
99,17500718796065
75,20620509868276
86,56472350040123
49,49648537073355
62,76348108737362
54,69600992757678
64,697046972429
72,5187344790467
96,57276957170444
41,14586519361001
97,11811846803117
35,36656209482718
50,92504844936515
63,93745921981031
57,687123598814665
83,99278113517643
91,49304737218989
68,09984636368898
117,13176597152005
72,37901903571132
100,34752483004038
78,99225777640225
77,8512927281959
70,29042559070686
91,67983924157294
83,45431796931747
67,39857954703764
56,162374690166516
79,78126416345825
39,699885645903294
81,17369743934884
90,5168046937823
52,697560023372304
123,61765326522459
37,84173205276989
64,7964120087424
83,7890458673682
61,24527510950021
52,71649920200614
83,13551145218014
76,25636729150075
83,52732341927396
67,34313634243118
67,85901140460824
107,06364915448552
82,89965570204546
64,8551054351423
63,0719834203936
86,35290557970802
83,34709577376209
67,02784890446797
99,71859427739342
83,60919014620451
67,71322078632176
97,86056829037368
66,33277142762527
76,95236323219132
87,6325153468054
69,48786543098127
106,95772254294565
57,393074413483205
69,67591459584048
88,76666142500947
89,92908697339212
88,01924401902366
86,73686763263137
86,91304377081646
85,18681018643521
90,01004283373939
87,25150439074297
85,7322611154726
85,96790350072234
90,7655003392799
88,08703176532825
90,23525053884022
89,63544119767064
88,30391900721827
85,40782857886143
87,94606077418358
87,64569933759178
85,25567413032373
90,87722239039392
89,7215388801439
88,0229983544392
90,35833199642849
87,262861013148
86,50692656304454
89,88467452548342
89,56188171053087
