6629,840681993401
4769,257920046647
2518,4594774357606
2307,967754076885
2019,4856383757565
1923,3872560910568
1873,5633472262525
1876,3226363272
1859,273448346484
3617,3290539216277
3702,7586991895
4896,27084030586
4641,886086514481
5197,398624677684
5022,005996189955
5020,461585704339
6171,587246541937
6895,900499477928
2460,211887778086
2043,6689391210434
2212,6912705673008
2190,3500684271444
1630,291886590642
1495,9290614195204
1145,9741042230335
1427,8535662444674
5127,63344466897
5610,702676130475
5760,524063813269
5778,105820817962
5731,5134380740465
6069,2594498038225
6189,967282896553
5042,5839650797725
5106,422235039071
4906,078714451632
4776,750057933867
4766,831686887911
4717,269756656093
4646,331248028549
4517,730212755448
5608,966384675587
5960,629084724207
6073,003498103126
6074,587328362754
6117,546135492772
6114,9006609634025
6112,453532893951
6131,283767796036
6245,465743457746
6313,882046243537
6363,98085836663
6362,180031438266
6364,084639379271
6386,000159425457
6391,2455722479945
6398,212613953879
6307,215884527721
6295,992160303074
6286,988478789265
6288,208712578917
6275,7713360721655
6275,841385322714
6272,150070219094
6270,7212985239785
6261,6549500766705
6252,895967174717
6255,843851612704
6244,418649852874
6224,090409352529
6223,918794481282
6226,303475232313
6210,655758519466
6189,515778468584
6186,952195101289
6179,539785238485
6178,475108348867
6179,011677556063
6177,027791278161
6175,082749439695
6172,233747850218
6248,203704553865
6257,1758702697025
6251,54864748949
6278,922726170933
6286,3465672044495
6292,666658147576
6291,511426162602
6313,834631475924
6498,919366351828
6529,07996846164
6546,199527468463
6548,806802705285
6558,1439918674305
6559,871906160198
6560,880677065953
6562,758679187062
6590,539078078909
6619,580774244712
6610,256106169061
6523,647837484463
6478,824537770421
6439,935157541812
6410,833319089396
6398,393355185399
5363,999891638243
4180,848134433825
3695,8614052813828
3578,1063219426906
3587,83919362292
