98,03023376533325
103,21110999897027
103,76173736010045
103,8399156864172
104,4649621431608
104,61141254566543
104,65121510090066
104,6766260990962
104,7920736790503
94,29704026465134
96,51854667966049
98,20040695567663
91,46284196788669
84,84968813634431
76,79479813704306
75,7244649209239
74,28123897283282
77,12460281399952
77,69145456835426
75,59096595733295
77,31079013953823
86,8728473466837
86,82631917357777
91,10079447894994
99,31639082486805
62,15867636198845
49,31371424796552
38,79638851823852
33,67004595990483
33,304997469580755
32,427947391511154
32,465055232774546
31,774238363344484
47,360049684178264
50,05974310750142
86,20831821324838
85,38068695683396
83,62269826709644
88,66590639332449
95,43652202903932
101,81043929185864
102,03694399621632
101,83392354459984
101,96643631347611
101,41848448771431
101,12356139098266
100,73733618402939
100,6886092868869
100,60373654704877
100,65177137526811
100,94639086098667
100,96450770054814
100,9456192961393
100,98083406979259
100,98184447233781
101,03466257298064
101,06044805479895
100,86345904142149
100,41993682415
98,32083823766497
96,57677893757592
96,3385368042265
96,29096403544943
96,2202760407216
96,03883414604088
77,38554045075819
31,010852452664246
24,334536826052812
20,27088335471352
19,855323199270522
19,42930571490059
20,113919606748798
13,594602829214068
53,09768410783764
51,44181944769569
62,258685084162245
79,95516722676956
82,36255012612583
97,5093429561057
98,63133571968982
102,26144859867762
99,87683208968573
98,37588150101107
98,12082755885196
98,08036844061635
98,06425711086567
98,03281640868141
97,98765600467794
97,92196356431921
97,91255957880401
98,83877069630124
99,03996294633737
99,07123317435195
99,10241034563846
99,21995651238363
99,21696986574425
99,2862259669354
99,75540715192892
97,9649882867989
96,85861719568457
96,5461320064204
96,25857819447948
96,22095989130361
96,22100828292497
96,16131264378775
90,26148908915894
88,01441774443948
73,91790203487376
66,9196009839882
63,788326337003944
