16,787137321492004
13,19837586383525
12,019954879845145
10,394202568814372
10,310544794938837
10,362910772702323
10,069588519684963
9,813205179382305
9,58161877455106
13,081448970446795
14,011883464381379
15,207573239516474
15,570577743653779
16,149711926072328
16,239896686847914
16,296153757384605
16,450036683638405
16,886395622821507
15,22575283579475
14,059678915126888
14,291564628931765
13,620169153728677
12,812166889973323
12,684926075345622
12,604082460285063
16,518426767278346
19,418725342717828
19,691778932044787
19,541906237332324
20,117997396290228
20,294513659600888
20,2953589640858
20,49902373831437
19,801153182157496
19,863390069330837
19,72099525459927
19,74034380660478
19,20824668961614
18,997516400647143
18,901094831312438
18,392461677152042
17,381268887399997
16,482633439448392
16,271873383616068
16,193539138322244
16,061739425477594
15,992148629762632
15,947977705528945
15,87044481132439
11,594838616833464
9,280726675624408
5,611347154405681
1,516524959037799
0,9848134345852272
0,3700848529387909
0,01307292269655519
-0,33341581003678833
0,19530020094146827
5,033693581315921
6,445808034386976
6,675365187660911
6,888380924422072
6,799556832087725
7,184433491352347
7,388321909849598
5,2496161172335025
3,74236719843437
-0,2529000302166349
-0,78282072299079
-2,5874469502645825
-3,158647007961741
-3,4796065019023548
-4,802356363692818
-1,9198504556030929
-2,4221808629826755
6,948344329975824
9,486611154667093
9,801264172904306
10,01920287729875
10,1938218051927
10,366311222429877
16,401898644819326
16,323068332880823
16,663076427208498
17,054887799563907
17,66942602684076
17,69769437247361
17,56073874488857
18,429260283349855
18,343014230649455
18,356832188276634
18,025719302496704
17,939425902863686
17,912805300528323
17,91352496923477
17,914854592699584
17,902815731523944
17,09154636648664
14,85231135986382
13,451239074204677
13,257833520615664
13,106521338819825
13,098295650249032
13,053483039501643
13,038399476887012
11,834701587804881
11,564069779173053
11,36340809506055
11,234351500753325
11,112028888073207
11,04742317381996
11,047905382325494
10,89581978039195
10,386758905482237
10,322303928780416
14,754048143799146
14,583509869328724
15,788678866132834
16,1059145543511
16,089083992328895
16,209656579258528
16,444489008483007
17,43830850320268
17,264676434056067
18,02314042507918
18,20283975429893
18,151011948017512
18,103537049887795
18,732056825826824
16,678123994459867
15,125775330820192
15,227107851203247
14,799069856311542
14,249227543881725
14,25193623774937
13,965557275011896
13,599776075744323
13,111432607103765
12,418170265587978
12,429456012043211
12,227032702154398
12,225315907371028
12,229260497053039
12,186753945666347
12,15503352484763
